EmployeeNumber,Age,AgeGroup,Gender,MaritalStatus,EducationField,Department,JobRole,JobLevel,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,OverTime_Flag,DistanceFromHome,FlightRiskScore,RiskSegment,Attrition,Attrition_Flag
1157,33,26-35,Female,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,8224,17,0,1,1,1,3,3,5,3-5 yrs,2,0,6,0,Yes,1,9,0.8115126382306478,High Flight Risk,Yes,1
1158,41,36-45,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,4766,11,1,4,2,1,3,3,1,0-2 yrs,0,0,6,3,Yes,1,12,0.6079318062137968,Moderate Risk,No,0
1160,31,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2610,12,1,3,3,3,2,3,2,0-2 yrs,2,2,2,1,No,0,15,0.46147182727751446,Moderate Risk,Yes,1
1161,37,36-45,Female,Divorced,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,5731,13,2,4,3,3,3,2,6,6-10 yrs,2,1,9,7,No,0,25,0.28526856240126386,Stable but Disengaged,No,0
1162,27,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2539,13,1,3,4,3,3,2,4,3-5 yrs,2,2,4,1,No,0,6,0.407219589257504,Stable but Disengaged,No,0
1163,34,26-35,Female,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,5714,20,0,3,2,1,2,3,6,6-10 yrs,5,1,6,1,No,0,9,0.41878093733543975,Stable but Disengaged,No,0
1164,35,26-35,Male,Single,Technical Degree,Human Resources,Human Resources,1,Travel_Rarely,4323,17,0,3,3,2,1,3,5,3-5 yrs,4,1,6,1,No,0,8,0.48593075302790945,Moderate Risk,No,0
1165,29,26-35,Female,Married,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,7336,13,1,1,4,1,1,2,11,11-20 yrs,8,3,11,1,No,0,23,0.6058649289099526,Moderate Risk,Yes,1
1166,40,36-45,Female,Single,Medical,Research & Development,Research Director,3,Travel_Frequently,13499,17,0,3,2,3,2,3,18,11-20 yrs,7,2,20,9,No,0,9,0.30679041600842555,Stable but Disengaged,No,0
1167,42,36-45,Male,Single,Life Sciences,Sales,Sales Executive,4,Travel_Frequently,13758,12,0,1,3,2,2,3,21,20+ yrs,9,13,22,0,Yes,1,12,0.7632293312269616,High Flight Risk,Yes,1
1171,42,36-45,Male,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,5155,13,0,1,2,4,4,3,6,6-10 yrs,4,1,9,7,No,0,4,0.4913349131121643,Moderate Risk,No,0
1172,35,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2258,12,1,3,4,2,3,2,8,6-10 yrs,0,1,10,6,No,0,1,0.4001790416008426,Stable but Disengaged,No,0
1173,24,18-25,Male,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3597,22,0,2,4,4,3,3,4,3-5 yrs,3,1,6,8,No,0,24,0.47941021590310695,Moderate Risk,No,0
1175,28,26-35,Female,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2515,11,0,4,3,4,2,3,1,0-2 yrs,1,0,1,1,Yes,1,12,0.6816390205371249,High Flight Risk,Yes,1
1177,26,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,4420,22,1,4,1,2,3,4,8,6-10 yrs,7,0,8,1,No,0,3,0.29407582938388627,Stable but Disengaged,No,0
1179,30,26-35,Male,Married,Marketing,Sales,Sales Executive,2,Travel_Rarely,6578,18,1,3,3,1,3,2,10,6-10 yrs,3,1,10,1,No,0,10,0.349681411269089,Stable but Disengaged,No,0
1180,40,36-45,Female,Married,Medical,Research & Development,Research Scientist,2,Travel_Frequently,4422,13,1,4,3,4,1,2,1,0-2 yrs,1,0,16,3,Yes,1,26,0.7115547656661401,High Flight Risk,No,0
1182,35,26-35,Male,Divorced,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,10274,18,1,2,3,2,4,2,7,6-10 yrs,7,6,15,2,No,0,2,0.3515889942074777,Stable but Disengaged,No,0
1184,34,26-35,Male,Single,Medical,Research & Development,Healthcare Representative,2,Travel_Frequently,5343,20,0,1,4,3,3,2,13,11-20 yrs,9,4,14,0,No,0,1,0.5218549236440231,Moderate Risk,No,0
1185,35,26-35,Male,Married,Other,Research & Development,Laboratory Technician,1,Travel_Frequently,2376,13,1,4,4,2,4,2,2,0-2 yrs,2,2,2,1,No,0,4,0.28060294892048443,Stable but Disengaged,No,0
1188,43,36-45,Female,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,5346,13,0,3,1,2,2,1,4,3-5 yrs,3,1,7,8,No,0,9,0.42765666140073727,Stable but Disengaged,Yes,1
1190,32,26-35,Female,Divorced,Life Sciences,Sales,Sales Representative,1,Non-Travel,2827,12,3,1,3,3,3,3,1,0-2 yrs,0,0,1,1,No,0,2,0.5783530805687204,Moderate Risk,No,0
1191,56,46-60,Female,Divorced,Technical Degree,Research & Development,Manager,5,Travel_Rarely,19943,13,1,1,4,4,3,3,5,3-5 yrs,2,4,28,4,No,0,4,0.3880897840968931,Stable but Disengaged,No,0
1192,29,26-35,Female,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3131,13,1,4,2,1,3,3,10,6-10 yrs,8,0,10,1,No,0,6,0.3026513954713007,Stable but Disengaged,No,0
1193,19,18-25,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2552,25,0,1,3,3,3,3,1,0-2 yrs,1,0,1,1,No,0,9,0.5812493417588204,Moderate Risk,No,0
1195,45,36-45,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,4477,19,1,3,1,3,2,3,3,3-5 yrs,2,0,7,4,Yes,1,7,0.7393088467614534,High Flight Risk,No,0
1196,37,36-45,Female,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,6474,13,1,4,4,2,2,2,14,11-20 yrs,8,3,14,1,No,0,1,0.30744339125855713,Stable but Disengaged,No,0
1198,20,18-25,Male,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3033,12,0,3,1,1,2,2,2,0-2 yrs,2,1,2,1,No,0,3,0.457016850974197,Moderate Risk,No,0
1200,44,36-45,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2936,11,0,3,3,3,3,3,6,6-10 yrs,4,0,6,1,Yes,1,10,0.6980384412848868,High Flight Risk,Yes,1
1201,53,46-60,Female,Divorced,Medical,Research & Development,Manager,5,Travel_Rarely,18606,18,1,3,4,2,3,3,7,6-10 yrs,7,4,26,3,No,0,7,0.23050421274354926,Genuinely Retained,No,0
1202,29,26-35,Female,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2168,18,1,4,2,1,2,1,5,3-5 yrs,4,1,6,0,Yes,1,15,0.6752935755660875,High Flight Risk,No,0
1203,22,18-25,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,2853,11,1,4,3,2,3,2,0,0-2 yrs,0,0,1,0,Yes,1,3,0.63057925223802,Moderate Risk,Yes,1
1204,46,46-60,Female,Married,Marketing,Sales,Manager,4,Travel_Rarely,17048,23,0,1,3,1,3,3,26,20+ yrs,15,15,28,8,No,0,2,0.3660795155344918,Stable but Disengaged,No,0
1206,44,36-45,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,2290,13,0,3,4,4,3,1,0,0-2 yrs,0,0,6,2,No,0,17,0.4198420221169037,Stable but Disengaged,No,0
1207,33,26-35,Male,Married,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,3600,13,1,3,2,4,3,3,5,3-5 yrs,4,1,5,1,No,0,2,0.39354528699315433,Stable but Disengaged,No,0
1210,41,36-45,Male,Divorced,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,2107,17,1,1,1,1,1,2,1,0-2 yrs,0,0,5,6,No,0,5,0.685936018957346,High Flight Risk,Yes,1
1211,30,26-35,Male,Divorced,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4115,19,3,1,3,3,3,3,4,3-5 yrs,3,0,8,8,No,0,29,0.557288046340179,Moderate Risk,No,0
1212,40,36-45,Male,Married,Medical,Sales,Sales Executive,2,Travel_Frequently,4327,12,3,2,2,4,3,3,0,0-2 yrs,0,0,5,5,No,0,2,0.4817219589257504,Moderate Risk,No,0
1215,50,46-60,Female,Married,Medical,Research & Development,Manager,4,Travel_Frequently,17856,22,1,1,4,3,3,3,2,0-2 yrs,2,2,32,2,No,0,2,0.4175697735650342,Stable but Disengaged,No,0
1216,28,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3196,12,3,1,4,3,3,2,6,6-10 yrs,5,3,6,1,No,0,19,0.5619668246445497,Moderate Risk,No,0
1217,46,46-60,Male,Married,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,19081,11,1,2,4,1,3,3,4,3-5 yrs,2,0,25,5,No,0,15,0.31633491311216433,Stable but Disengaged,No,0
1218,35,26-35,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,8966,15,3,1,3,4,3,3,7,6-10 yrs,7,1,15,3,Yes,1,17,0.7986979989468143,High Flight Risk,No,0
1219,24,18-25,Female,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2210,13,1,2,4,1,1,3,1,0-2 yrs,0,0,1,1,No,0,17,0.6015179041600843,Moderate Risk,Yes,1
1220,33,26-35,Female,Married,Medical,Sales,Sales Executive,2,Travel_Frequently,4539,12,1,3,2,1,2,3,10,6-10 yrs,7,0,10,1,No,0,25,0.4211558715113218,Stable but Disengaged,No,0
1221,36,36-45,Male,Divorced,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2741,14,1,3,3,3,3,1,7,6-10 yrs,7,1,7,1,No,0,6,0.3975921537651396,Stable but Disengaged,No,0
1224,30,26-35,Male,Divorced,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,3491,13,3,3,3,1,2,3,10,6-10 yrs,7,8,10,1,No,0,7,0.43219325961032123,Stable but Disengaged,No,0
1225,44,36-45,Male,Single,Other,Research & Development,Research Scientist,2,Travel_Rarely,4541,25,0,4,4,2,3,3,20,11-20 yrs,11,13,20,1,No,0,29,0.2628014744602422,Stable but Disengaged,No,0
1226,20,18-25,Male,Single,Marketing,Sales,Sales Representative,1,Travel_Rarely,2678,17,0,4,3,4,3,4,2,0-2 yrs,1,2,2,1,No,0,21,0.327422327540811,Stable but Disengaged,No,0
1228,46,46-60,Male,Divorced,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,7379,11,1,4,4,3,2,3,6,6-10 yrs,3,1,12,2,No,0,2,0.3179120589784097,Stable but Disengaged,No,0
1231,42,36-45,Male,Married,Medical,Human Resources,Human Resources,2,Non-Travel,6272,16,1,1,4,1,4,4,4,3-5 yrs,3,0,10,7,No,0,2,0.4845708267509216,Moderate Risk,No,0
1233,60,46-60,Male,Divorced,Marketing,Sales,Sales Executive,2,Travel_Rarely,5220,18,1,4,2,2,3,4,11,11-20 yrs,7,1,12,0,Yes,1,7,0.5781503422854134,Moderate Risk,No,0
1234,32,26-35,Female,Married,Other,Research & Development,Laboratory Technician,1,Travel_Frequently,2743,20,1,2,3,3,3,2,2,0-2 yrs,2,2,2,1,No,0,13,0.49340442338072676,Moderate Risk,No,0
1235,32,26-35,Female,Single,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,4998,14,0,3,4,4,3,3,8,6-10 yrs,7,0,10,4,Yes,1,2,0.6713217482885729,High Flight Risk,No,0
1237,36,36-45,Female,Divorced,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,10252,21,1,1,3,3,3,1,7,6-10 yrs,7,7,17,2,Yes,1,1,0.7851540284360191,High Flight Risk,No,0
1238,33,26-35,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2781,13,1,4,1,2,3,3,14,11-20 yrs,10,4,15,0,No,0,9,0.29633754607688256,Stable but Disengaged,No,0
1239,40,36-45,Female,Divorced,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,6852,12,1,2,2,2,4,2,5,3-5 yrs,1,1,7,7,No,0,10,0.3926290152711954,Stable but Disengaged,No,0
1240,25,18-25,Male,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4950,14,0,4,3,2,3,3,4,3-5 yrs,3,1,5,0,No,0,10,0.298493944181148,Stable but Disengaged,No,0
1241,30,26-35,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3579,21,1,2,4,1,3,3,11,11-20 yrs,9,5,12,0,Yes,1,1,0.7620997893628226,High Flight Risk,No,0
1242,42,36-45,Female,Married,Medical,Research & Development,Research Director,3,Travel_Frequently,13191,17,0,1,1,3,3,3,1,0-2 yrs,0,0,20,3,Yes,1,26,0.7692008952080044,High Flight Risk,No,0
1243,35,26-35,Female,Married,Marketing,Sales,Sales Executive,3,Non-Travel,10377,11,1,4,3,2,2,2,13,11-20 yrs,2,4,16,4,Yes,1,8,0.5688375460768825,Moderate Risk,No,0
1244,27,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2235,14,2,1,1,4,2,3,9,6-10 yrs,7,6,9,1,Yes,1,14,0.9145879410215904,High Flight Risk,No,0
1245,54,46-60,Female,Divorced,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Frequently,10502,17,1,3,4,1,1,3,5,3-5 yrs,4,1,33,7,No,0,1,0.4208543970510795,Stable but Disengaged,No,0
1246,44,36-45,Female,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2011,13,1,4,1,4,3,4,10,6-10 yrs,5,7,10,1,No,0,2,0.3144470774091627,Stable but Disengaged,No,0
1248,19,18-25,Female,Single,Medical,Research & Development,Research Scientist,1,Non-Travel,1859,25,0,2,1,2,4,2,1,0-2 yrs,1,0,1,1,Yes,1,10,0.7552145866245393,High Flight Risk,Yes,1
1249,29,26-35,Female,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,3760,15,3,4,1,1,3,3,3,3-5 yrs,2,1,3,1,No,0,1,0.31352685624012644,Stable but Disengaged,No,0
1250,54,46-60,Male,Married,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,17779,14,0,4,4,1,3,3,10,6-10 yrs,9,0,36,3,No,0,3,0.14838072669826224,Genuinely Retained,No,0
1251,31,26-35,Male,Married,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,6833,12,0,1,3,4,2,3,6,6-10 yrs,5,0,6,1,Yes,1,11,0.8736624539231174,High Flight Risk,No,0
1252,31,26-35,Female,Single,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,6812,19,0,1,3,2,3,2,10,6-10 yrs,9,1,10,1,No,0,24,0.5138836229594523,Moderate Risk,No,0
1254,59,46-60,Female,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,5171,17,0,4,3,4,3,2,6,6-10 yrs,1,0,13,5,No,0,3,0.29116640337019484,Stable but Disengaged,No,0
1255,43,36-45,Male,Married,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,19740,14,1,4,3,2,3,1,8,6-10 yrs,7,0,25,3,No,0,3,0.13272775144813062,Genuinely Retained,No,0
1256,49,46-60,Male,Married,Medical,Research & Development,Manager,5,Travel_Rarely,18711,13,1,3,1,3,4,2,1,0-2 yrs,0,0,23,2,No,0,4,0.19439836756187467,Genuinely Retained,No,0
1257,36,36-45,Male,Married,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,3692,12,0,2,3,3,2,3,11,11-20 yrs,10,0,12,1,No,0,3,0.5109096893101632,Moderate Risk,No,0
1258,48,46-60,Male,Single,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,2559,11,0,2,4,3,2,4,1,0-2 yrs,0,0,7,5,No,0,2,0.5478422854133755,Moderate Risk,No,0
1259,27,26-35,Male,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2517,11,3,3,1,2,3,3,5,3-5 yrs,3,0,5,1,No,0,4,0.404951290152712,Stable but Disengaged,No,0
1260,29,26-35,Male,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,6623,11,2,4,3,2,3,3,6,6-10 yrs,0,1,6,1,Yes,1,7,0.5758741442864665,Moderate Risk,No,0
1263,48,46-60,Male,Single,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,18265,12,0,4,4,3,4,2,1,0-2 yrs,0,0,25,6,No,0,1,0.11576224328593998,Genuinely Retained,No,0
1264,29,26-35,Female,Divorced,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,16124,14,2,4,4,2,2,2,7,6-10 yrs,7,1,9,3,No,0,1,0.22331095313322802,Genuinely Retained,No,0
1265,34,26-35,Female,Married,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2585,17,0,3,3,4,2,4,1,0-2 yrs,0,0,2,0,No,0,20,0.46423512374934184,Moderate Risk,No,0
1267,44,36-45,Male,Married,Marketing,Sales,Manager,5,Travel_Rarely,18213,11,1,2,2,3,3,3,22,20+ yrs,9,3,26,7,No,0,5,0.2804765666140074,Stable but Disengaged,No,0
1268,33,26-35,Male,Divorced,Marketing,Sales,Sales Executive,3,Travel_Rarely,8380,14,2,3,4,4,3,4,9,6-10 yrs,8,0,10,0,Yes,1,10,0.6332030015797788,Moderate Risk,No,0
1269,19,18-25,Female,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2994,12,0,4,2,4,3,4,1,0-2 yrs,0,0,1,1,Yes,1,25,0.6265942601369142,Moderate Risk,No,0
1270,23,18-25,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,1223,22,1,3,4,4,3,3,1,0-2 yrs,0,0,1,1,No,0,1,0.4285795155344918,Stable but Disengaged,No,0
1273,25,18-25,Male,Single,Life Sciences,Sales,Sales Representative,1,Travel_Frequently,1118,14,0,4,3,4,3,1,1,0-2 yrs,0,1,1,1,Yes,1,24,0.6463520273828331,Moderate Risk,Yes,1
1275,26,26-35,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2875,20,0,4,3,2,2,3,8,6-10 yrs,5,2,8,1,Yes,1,4,0.6603475513428121,High Flight Risk,No,0
1277,45,36-45,Female,Single,Marketing,Sales,Manager,5,Travel_Rarely,18824,16,0,2,1,1,3,1,24,20+ yrs,10,1,26,2,Yes,1,2,0.5690416008425487,Moderate Risk,Yes,1
1278,55,46-60,Male,Divorced,Medical,Research & Development,Healthcare Representative,4,Non-Travel,13577,15,1,2,4,4,3,2,33,20+ yrs,9,15,34,1,Yes,1,8,0.6018022643496578,Moderate Risk,No,0
1279,21,18-25,Female,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,2625,20,0,3,1,3,1,2,2,0-2 yrs,2,2,2,1,No,0,10,0.5113138493944182,Moderate Risk,Yes,1
1280,46,46-60,Female,Married,Marketing,Sales,Manager,5,Travel_Rarely,18789,14,1,2,4,3,3,2,11,11-20 yrs,4,0,26,2,No,0,4,0.3019102159031069,Stable but Disengaged,No,0
1281,34,26-35,Female,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,4538,12,0,1,3,4,3,3,3,3-5 yrs,2,0,4,0,Yes,1,2,0.8553330700368617,High Flight Risk,No,0
1282,51,46-60,Male,Divorced,Life Sciences,Sales,Manager,5,Travel_Frequently,19847,24,1,2,4,1,2,3,29,20+ yrs,10,11,31,4,Yes,1,9,0.5957675092153765,Moderate Risk,No,0
1283,59,46-60,Male,Single,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,10512,12,0,4,4,4,2,3,9,6-10 yrs,7,5,25,6,No,0,18,0.2774157451290153,Stable but Disengaged,No,0
1285,34,26-35,Female,Divorced,Medical,Research & Development,Laboratory Technician,2,Travel_Frequently,4444,13,2,2,3,3,4,3,11,11-20 yrs,8,5,15,4,No,0,19,0.40298973143759875,Stable but Disengaged,No,0
1286,28,26-35,Male,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2154,11,0,3,4,3,2,3,4,3-5 yrs,2,0,5,0,Yes,1,1,0.7612743549236439,High Flight Risk,No,0
1288,44,36-45,Male,Divorced,Life Sciences,Research & Development,Manager,5,Travel_Rarely,19190,14,2,1,3,4,2,4,25,20+ yrs,9,14,26,1,No,0,4,0.3960202738283307,Stable but Disengaged,No,0
1289,34,26-35,Male,Married,Life Sciences,Human Resources,Human Resources,2,Travel_Frequently,4490,11,2,2,3,4,4,2,10,6-10 yrs,9,1,14,4,No,0,11,0.4050052659294366,Stable but Disengaged,No,0
1291,35,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,3506,14,0,3,3,4,3,3,3,3-5 yrs,2,2,4,0,Yes,1,6,0.6995352817272249,High Flight Risk,No,0
1292,42,36-45,Female,Married,Medical,Research & Development,Research Scientist,2,Travel_Rarely,2372,16,0,2,2,4,3,4,1,0-2 yrs,0,0,18,6,Yes,1,7,0.7998117430226436,High Flight Risk,No,0
1293,43,36-45,Female,Single,Marketing,Sales,Sales Executive,3,Travel_Rarely,10231,14,0,4,4,4,4,2,21,20+ yrs,7,15,23,3,No,0,4,0.1503751974723539,Genuinely Retained,No,0
1294,36,36-45,Female,Single,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,5410,11,0,2,3,4,3,3,16,11-20 yrs,14,5,18,9,Yes,1,2,0.7303159557661929,High Flight Risk,No,0
1295,44,36-45,Female,Married,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,7978,11,1,4,1,4,3,3,10,6-10 yrs,7,0,10,1,No,0,15,0.25160347551342815,Stable but Disengaged,Yes,1
1296,28,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,3867,12,1,4,4,2,3,2,2,0-2 yrs,2,2,2,1,Yes,1,2,0.6148999473407056,Moderate Risk,No,0
1297,51,46-60,Female,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2838,14,0,3,2,2,2,2,7,6-10 yrs,0,7,8,0,No,0,6,0.4465705634544498,Stable but Disengaged,No,0
1298,30,26-35,Female,Single,Medical,Research & Development,Manufacturing Director,2,Non-Travel,4695,18,0,3,3,3,3,3,8,6-10 yrs,4,1,10,7,Yes,1,9,0.6745129015271196,High Flight Risk,No,0
1299,29,26-35,Female,Divorced,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,3339,13,2,3,2,1,3,3,7,6-10 yrs,7,7,10,3,Yes,1,7,0.6912941021590311,High Flight Risk,Yes,1
1301,28,26-35,Male,Single,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2080,11,0,1,4,2,2,3,3,3-5 yrs,2,1,5,2,No,0,1,0.6312203791469194,Moderate Risk,No,0
1303,25,18-25,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2096,18,0,2,4,4,2,3,2,0-2 yrs,2,2,2,1,No,0,1,0.5502185360716166,Moderate Risk,No,0
1304,32,26-35,Male,Married,Medical,Sales,Sales Executive,2,Travel_Rarely,6209,15,2,4,3,3,4,4,10,6-10 yrs,7,0,10,1,No,0,8,0.2202343338599263,Genuinely Retained,No,0
1306,45,36-45,Female,Single,Medical,Research & Development,Manager,5,Travel_Frequently,18061,22,0,2,2,3,3,3,0,0-2 yrs,0,0,22,3,No,0,25,0.3370774091627172,Stable but Disengaged,No,0
1307,39,36-45,Female,Divorced,Medical,Research & Development,Manager,4,Travel_Rarely,17123,13,2,2,3,4,3,2,19,11-20 yrs,9,15,21,6,Yes,1,13,0.5994562927856767,Moderate Risk,No,0
1308,58,46-60,Male,Divorced,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2372,12,2,3,1,4,3,3,2,0-2 yrs,2,2,2,1,No,0,23,0.4139784096893102,Stable but Disengaged,No,0
1309,32,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,4883,18,1,3,4,1,3,3,10,6-10 yrs,4,1,10,1,No,0,7,0.3675329120589784,Stable but Disengaged,Yes,1
1310,39,36-45,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3904,13,0,1,3,1,3,3,5,3-5 yrs,2,0,6,0,No,0,23,0.5570102685624012,Moderate Risk,Yes,1
1311,30,26-35,Female,Married,Technical Degree,Research & Development,Laboratory Technician,2,Travel_Rarely,4627,12,1,4,1,1,3,2,9,6-10 yrs,2,6,10,0,No,0,6,0.28939573459715645,Stable but Disengaged,No,0
1312,36,36-45,Female,Married,Technical Degree,Research & Development,Healthcare Representative,3,Travel_Rarely,7094,12,0,3,4,1,3,3,7,6-10 yrs,7,1,10,3,No,0,10,0.35174697209057404,Stable but Disengaged,No,0
1314,46,46-60,Female,Single,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,3423,12,0,1,4,3,4,3,7,6-10 yrs,6,5,10,6,No,0,1,0.5070760926803581,Moderate Risk,No,0
1315,28,26-35,Female,Married,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,6674,11,3,4,3,1,3,1,9,6-10 yrs,8,7,10,0,No,0,1,0.26783701948393895,Stable but Disengaged,No,0
1317,50,46-60,Female,Married,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,16880,11,0,1,4,2,3,3,3,3-5 yrs,2,1,25,4,Yes,1,28,0.7253488678251713,High Flight Risk,No,0
1318,40,36-45,Male,Single,Marketing,Sales,Sales Executive,3,Travel_Rarely,9094,12,0,2,4,3,3,2,5,3-5 yrs,4,1,9,2,Yes,1,25,0.7190165876777252,High Flight Risk,Yes,1
1319,52,46-60,Male,Single,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,8446,19,0,2,2,3,2,3,8,6-10 yrs,7,7,10,9,Yes,1,5,0.7683412322274881,High Flight Risk,Yes,1
